alpha,smape,reg_term
0.0,60.462528804759756,0.0
0.1,59.23795512448237,0.012152058848530855
0.2,58.194209414261614,0.02250967105086985
0.3,57.38137600693962,0.030575824651028326
0.4,56.854346737529,0.03580580043764272
0.5,56.45602909516694,0.03975850619014214
0.6,56.14350715627702,0.042859818143855734
0.7,55.9996790865018,0.04428709622122155
0.8,55.99240982364479,0.04435923276265345
0.9,56.18203091936581,0.04247752752005613
1.0,56.49138510614603,0.0394076507594016
