model,score_test,accuracy,balanced_accuracy,f1,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
NeuralNetFastAI_r156_BAG_L2,0.5022342892697551,0.65625,0.525997150997151,0.7791164658634538,0.6927010966068056,f1_macro,0.7691667079925537,0.7195711135864258,51.33058428764343,0.03787946701049805,0.07008886337280273,3.3824009895324707,2,True,126
XGBoost_r31_BAG_L1,0.5008815950088159,0.56875,0.5010683760683761,0.684931506849315,0.6285262718638464,f1_macro,0.04684853553771973,0.023961782455444336,2.6414313316345215,0.04684853553771973,0.023961782455444336,2.6414313316345215,1,True,75
NeuralNetFastAI_r11_BAG_L1,0.4982078853046595,0.65,0.5213675213675213,0.7741935483870968,0.6455182960216517,f1_macro,0.06527876853942871,0.07961702346801758,9.846175193786621,0.06527876853942871,0.07961702346801758,9.846175193786621,1,True,32
CatBoost_r167_BAG_L1,0.49656750572082375,0.5875,0.5,0.7105263157894737,0.6235825275932227,f1_macro,0.01141977310180664,0.009984254837036133,1.2566826343536377,0.01141977310180664,0.009984254837036133,1.2566826343536377,1,True,44
RandomForest_r166_BAG_L1,0.49656750572082375,0.5875,0.5,0.7105263157894737,0.6230453274037995,f1_macro,0.09896135330200195,0.06647753715515137,0.7905895709991455,0.09896135330200195,0.06647753715515137,0.7905895709991455,1,True,74
CatBoost_BAG_L1,0.49404761904761907,0.575,0.49572649572649574,0.6964285714285714,0.6346022102030395,f1_macro,0.014913082122802734,0.009648323059082031,0.9889209270477295,0.014913082122802734,0.009648323059082031,0.9889209270477295,1,True,5
LightGBM_r15_BAG_L1,0.49404761904761907,0.575,0.49572649572649574,0.6964285714285714,0.6459831745125023,f1_macro,0.021271467208862305,0.01670098304748535,2.543686866760254,0.021271467208862305,0.01670098304748535,2.543686866760254,1,True,48
NeuralNetFastAI_r103_BAG_L1,0.491699118671859,0.6125,0.5035612535612536,0.7394957983193278,0.6616572312834519,f1_macro,0.04093456268310547,0.06273198127746582,5.100806474685669,0.04093456268310547,0.06273198127746582,5.100806474685669,1,True,36
CatBoost_r137_BAG_L1,0.48985507246376814,0.5875,0.49501424501424507,0.7130434782608696,0.6347466526647414,f1_macro,0.01242971420288086,0.008133888244628906,0.7309386730194092,0.01242971420288086,0.008133888244628906,0.7309386730194092,1,True,21
CatBoost_r177_BAG_L1,0.48785539446431936,0.575,0.49074074074074076,0.6991150442477876,0.6239332943073531,f1_macro,0.008904457092285156,0.009412288665771484,0.9124410152435303,0.008904457092285156,0.009412288665771484,0.9124410152435303,1,True,12
RandomForest_r34_BAG_L1,0.48287910552061497,0.5375,0.48290598290598286,0.6509433962264151,0.621687341020383,f1_macro,0.0845947265625,0.061695098876953125,0.8095035552978516,0.0845947265625,0.061695098876953125,0.8095035552978516,1,True,58
LightGBM_r131_BAG_L1,0.4819212088505127,0.55,0.4821937321937322,0.6697247706422018,0.6536918947566376,f1_macro,0.056142568588256836,0.04096865653991699,3.254634141921997,0.056142568588256836,0.04096865653991699,3.254634141921997,1,True,14
CatBoost_r50_BAG_L1,0.4807806572512455,0.55625,0.4818376068376068,0.6787330316742082,0.6322371842930538,f1_macro,0.011079788208007812,0.011600017547607422,0.9589381217956543,0.011079788208007812,0.011600017547607422,0.9589381217956543,1,True,31
CatBoost_r128_BAG_L1,0.47916666666666663,0.5625,0.48148148148148145,0.6875,0.6204007355715038,f1_macro,0.013446331024169922,0.01684093475341797,4.067953109741211,0.013446331024169922,0.01684093475341797,4.067953109741211,1,True,61
LightGBM_r161_BAG_L1,0.4774283029842065,0.54375,0.47756410256410253,0.663594470046083,0.6379042562375896,f1_macro,0.1418018341064453,0.05135488510131836,5.0200231075286865,0.1418018341064453,0.05135488510131836,5.0200231075286865,1,True,38
CatBoost_r143_BAG_L1,0.47022409904505974,0.56875,0.47613960113960113,0.6986899563318777,0.6294411968347173,f1_macro,0.008057117462158203,0.01181936264038086,1.3749425411224365,0.008057117462158203,0.01181936264038086,1.3749425411224365,1,True,72
CatBoost_r69_BAG_L1,0.47022409904505974,0.56875,0.47613960113960113,0.6986899563318777,0.6399122462177238,f1_macro,0.011577367782592773,0.00782465934753418,0.8320624828338623,0.011577367782592773,0.00782465934753418,0.8320624828338623,1,True,35
CatBoost_r49_BAG_L1,0.4685380116959064,0.55625,0.4718660968660968,0.6844444444444444,0.6417038592806511,f1_macro,0.00885772705078125,0.009835481643676758,0.7081522941589355,0.00885772705078125,0.009835481643676758,0.7081522941589355,1,True,53
CatBoost_r5_BAG_L1,0.46605644546147984,0.5625,0.47150997150997154,0.6929824561403509,0.628434443724952,f1_macro,0.009675979614257812,0.00829768180847168,0.8216392993927002,0.009675979614257812,0.00829768180847168,0.8216392993927002,1,True,69
CatBoost_r60_BAG_L1,0.46189190469423524,0.55625,0.4668803418803419,0.6872246696035242,0.6322674000445925,f1_macro,0.009021997451782227,0.010747194290161133,0.8631041049957275,0.009021997451782227,0.010747194290161133,0.8631041049957275,1,True,78
CatBoost_r6_BAG_L1,0.46003421016134255,0.54375,0.46260683760683763,0.672645739910314,0.6377380760770428,f1_macro,0.009627342224121094,0.009910821914672852,0.8379967212677002,0.009627342224121094,0.009910821914672852,0.8379967212677002,1,True,83
CatBoost_r70_BAG_L1,0.46003421016134255,0.54375,0.46260683760683763,0.672645739910314,0.6188338636940834,f1_macro,0.012777566909790039,0.013499259948730469,1.8420519828796387,0.012777566909790039,0.013499259948730469,1.8420519828796387,1,True,40
